station_complex_id,station_complex_name,avg_annual_ridership,log_avg_ridership,is_ibx,subway_trips_per_hour_am_peak,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,log_pct_walked_access_network,min_line_anchor_travel_time_min,median_line_anchor_travel_time_min,n_valid_anchor_lines,log_min_line_anchor_travel_time,travel_time_missing_flag,poverty_latest,poverty_slope,pop_latest,pop_slope,poverty_imputed_flag,poverty_missing_flag,population_missing_flag,poverty_imputed_nearest_flag,poverty_imputed_line_flag,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,poverty_source_nearest_gtfs,poverty_source_observed,travel_time_source_nearest_station_complex_id,travel_time_source_observed_gtfs,log_bus_routes_access_network,pct_hh_no_vehicle_access_network,pct_car_truck_van_access_network,log_citibike_0p5mi,subway_lines_serving_station,cluster
94,Halsey St (J),3911.404088,8.27190732,0,35,0.666666222,7.326465614,11.03912263,1.533666404,0.693147181,1.578326799,22,22,1,3.135494216,0,22.23400049,-0.788331183,4604.794583,55.41014824,0,0,0,0,0,1,0,0,0,0,1,0,1,2.708050201,20.13608199,17.65276904,3.135494216,0,0
216,"174-175 Sts (B,D)",2735.793602,7.914542296,0,42.67,0.666666222,8.127995056,11.38951412,2.147413238,1.098612289,2.178816221,33,33,1,3.526360525,0,15.77668782,-0.772409006,7365.920363,-71.31797379,1,0,0,1,0,0,0,0,0,1,0,0,1,2.833213344,19.42004421,16.36206481,3.36729583,2,4
443,Baychester Av (5),1888.283986,7.543953193,0,32.67,0.49999975,8.255828427,10.48313003,1.848498411,1.098612289,2.276383063,45,45,1,3.828641396,0,46.1,-0.51958042,1491.726218,166.1813961,1,0,0,0,1,0,0,0,0,0,0,0,1,2.708050201,32.85444397,28.29321267,0,0,1
298,207 St (1),4202.989296,8.343789186,0,47,0.999999,7.376508126,11.03472836,2.129959783,2.944438979,2.467449848,32,32,1,3.496507561,0,32.5985867,-0.60874452,4799.389452,-74.32738892,0,0,0,0,0,0,1,0,0,0,1,0,1,2.48490665,11.98699726,8.745739258,2.944438979,0,0
437,145 St (3),2004.105769,7.603452091,0,34.33,0.666666222,7.908019445,11.07081712,2.055813137,3.091042453,2.112871529,19,19,1,2.995732274,0,34.01480337,0.654021724,6003.90944,242.7124125,0,0,0,0,0,0,1,0,0,0,1,0,1,3.258096538,10.90259397,9.12269027,3.044522438,0,0
378,Woodlawn (4),4368.079584,8.382307644,0,41.33,0.666666222,8.530109417,9.894900792,0.693600634,1.098612289,2.525584688,44.25,44.25,1,3.81220267,0,36.7,0.312237762,2401.232349,121.673772,1,0,0,0,1,0,0,0,0,0,0,0,1,2.48490665,21.59558042,15.67113944,2.079441542,0,1
78,Avenue U (N),2787.658503,7.933315936,0,35,0.666666222,7.78113851,10.73802578,1.427656661,1.386294361,2.10687388,49,55.25,2,3.912023005,0,20.98334282,0.049618231,3113.585258,-32.07585658,0,0,0,0,0,1,0,0,0,0,1,0,1,2.397895273,29.92043197,23.12815687,0,0,1
203,"Rockaway Park-Beach 116 St (A,S)",504.8189405,6.22617878,0,21.67,0.39999984,7.100027167,9.223848722,2.102352214,0.693147181,1.728860126,70.5,70.5,1,4.26969745,0,10.6956863,0.305003429,580.0304112,-15.59295439,0,0,0,0,0,0,0,1,0,0,1,0,1,2.197224577,56.50886408,51.070821,0,0,1
242,"Fort Hamilton Pkwy (F,G)",4403.413643,8.390362418,0,75.67,0.999999,7.930925372,10.3904712,1.44714404,2.772588722,1.944278274,32.75,33.12,2,3.518980417,0,6.516972052,0.073686947,2700.519184,253.2036281,0,0,0,0,0,1,0,0,0,0,1,0,1,2.48490665,15.71945045,12.46134358,3.044522438,2,4
282,21 St (G),1319.085847,7.185452049,0,36,0.49999975,9.080231687,9.928424038,2.105075863,2.63905733,1.570130175,1,1,1,0.693147181,0,10.64634268,1.701167713,2447.361959,206.2523833,0,0,0,0,0,0,0,1,0,0,1,0,1,2.772588722,8.582543867,7.510874458,3.135494216,0,0
301,181 St (1),7394.815735,8.908669678,0,46.33,0.999999,8.510369966,11.50818424,1.910275953,3.688879454,2.475461375,27.5,27.5,1,3.349904087,0,18.53900886,-1.136179984,7124.793756,-88.42446143,0,0,0,0,0,0,1,0,0,0,1,0,1,2.772588722,13.03179166,8.782728305,2.944438979,1,0
6,"39 Av-Dutch Kills (N,W)",2725.287978,7.910696248,0,46.33,0.666666222,8.948066103,9.876013576,1.897103644,2.079441542,2.053758305,15,15.25,2,2.772588722,0,16.61539989,-0.276294748,1484.91708,48.24943686,0,0,0,0,0,0,0,1,0,0,1,0,1,2.708050201,12.62425788,9.691812716,2.890371758,0,0
66,18 Av (D),4355.382862,8.379397373,0,34.33,0.49999975,8.283746747,10.88140006,1.441715688,1.791759469,2.015572591,45.75,45.75,1,3.844814256,0,10.24677798,-1.086143968,3357.397383,-41.30631868,0,0,0,0,0,1,0,0,0,0,1,0,1,2.397895273,33.10860879,27.21499453,0,0,1
46,Cortelyou Rd (Q),4235.578374,8.351511235,0,38.33,0.666666222,8.015657615,11.08558278,1.560650865,2.772588722,2.022547816,29.5,29.5,1,3.417726684,0,12.75379196,-0.60896862,4510.979856,-21.22825099,0,0,0,0,0,1,0,0,0,0,1,0,1,2.772588722,18.4403121,15.59237413,2.708050201,0,0
68,Bay Pkwy (D),5435.647073,8.600917803,0,35,0.666666222,8.247482004,10.88599664,1.532427268,1.098612289,2.211722239,48.5,48.5,1,3.90197267,0,28.31303992,1.422097277,4518.039966,39.44902392,0,0,0,0,0,1,0,0,0,0,1,0,1,2.397895273,26.07121181,21.51286083,0,0,1
339,"Bergen St (2,3)",3323.814647,8.109169206,0,78.67,0.999999,8.411832676,10.90413782,1.893451176,4.262679877,2.103214783,24.5,24.5,2,3.238678452,0,4.628555781,-0.615300135,4684.994607,226.9094887,0,0,0,0,0,1,0,0,0,0,1,0,1,2.944438979,7.06090684,5.984746594,3.295836866,0,0
286,Broadway (G),3289.410696,8.098767668,0,36.33,0.666666222,9.037533408,11.22892992,1.912364214,1.945910149,3.097115994,9.5,9.5,1,2.351375257,0,24.67594973,-1.383513407,5487.085531,66.40850737,0,0,0,0,0,1,0,0,0,0,1,0,1,2.833213344,13.33968211,9.857463714,2.995732274,0,0
253,Neptune Av (F),1180.052612,7.074161364,0,33,0.49999975,8.452121195,10.44371663,1.861141233,1.791759469,2.50395806,53,53,1,3.988984047,0,11.55008499,0.070734937,1565.829273,5.619182169,0,0,0,0,0,1,0,0,0,0,1,0,1,2.302585093,27.37140413,22.98928319,0,4,4
36,Bay Ridge Av (R),5780.660861,8.662446267,0,37,0.666666222,8.416488487,10.78624218,2.013010261,2.302585093,2.396660342,48.25,48.25,1,3.896909368,0,14.20789446,-1.477333834,5328.38519,-48.38892171,0,0,0,0,0,1,0,0,0,0,1,0,1,4.043051268,22.16919973,17.87686904,3.091042453,0,0
257,Sutphin Blvd (F),2987.223029,8.002434185,0,40.67,0.666666222,8.381831553,10.71519524,2.057990989,1.386294361,2.245196847,33,33,1,3.526360525,0,22.06592879,-0.768327928,3514.182827,20.08100774,0,0,0,0,0,0,0,1,0,0,1,0,1,3.688879454,30.76820373,27.15626121,0,4,4
377,3 Av-138 St (6),5542.413582,8.62036576,0,57.67,0.999999,8.662331957,10.67708505,2.098356303,2.079441542,2.522678443,21.25,21.38,2,3.102342009,0,36.7,0.312237762,5343.245746,33.54440725,1,0,0,1,0,0,0,0,0,1,0,0,1,2.772588722,13.06481825,9.558361951,2.833213344,0,0
135,Livonia Av (L),1937.17979,7.569504559,0,61.33,0.999999,6.499787041,10.66490067,1.988164916,1.386294361,1.704167058,30.5,30.5,1,3.449987546,0,28.6595516,-1.072754464,2954.026225,17.88261003,0,0,0,0,0,1,0,0,0,0,1,0,1,2.302585093,21.55764469,18.69912474,0,2,1
176,Lafayette Av (C),3960.780479,8.284448819,0,30.67,0.666666222,8.79996322,10.81263282,1.924250365,4.262679877,2.280289152,25.5,25.5,1,3.277144733,0,12.4860756,0.161080707,4718.171791,86.47956011,0,0,0,0,0,1,0,0,0,0,1,0,1,2.890371758,8.641253625,7.000958478,3.295836866,0,0
346,Sutter Av-Rutland Rd (3),4210.435414,8.345558822,0,40.33,0.666666222,8.367532417,10.94093341,1.697919217,1.386294361,1.982553765,33.5,37.75,4,3.540959324,0,51.22891111,1.341024093,3782.164991,-112.8362468,0,0,0,0,0,1,0,0,0,0,1,0,1,2.63905733,21.3224016,17.95951802,2.302585093,0,0
197,Aqueduct-N Conduit Av (A),599.2941461,6.397419779,0,22,0.39999984,6.246106765,9.286560398,1.511080178,0,0.730482717,50,50,1,3.931825633,0,7.968507024,0.207965174,826.9730003,2.79199511,0,0,0,0,0,0,0,1,0,0,1,0,1,2.63905733,60.3774919,52.25017278,0,0,1
341,"Eastern Pkwy-Brooklyn Museum (2,3)",3380.917755,8.126198211,0,78.33,0.999999,7.539027056,10.79415274,1.848232126,2.890371758,1.784982468,28,28,2,3.36729583,0,8.21736457,-0.716297562,4262.191581,28.8568745,0,0,0,0,0,1,0,0,0,0,1,0,1,2.772588722,9.579944732,8.285081086,3.091042453,0,0
